MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,QualityArea,TotalSF,HouseAge,RemodAge,TotalBath,TotalPorchSF
85,3,85.0,10625,1,1,3,3,0,4,0,14,2,2,0,6,7,6,1974,1974,1,1,9,10,1,81.0,3,4,1,2,4,1,2,885,3,168,0,1053,1,4,1,3,1173,0,0,1173,1,0,2,0,3,1,2,6,6,2,5,1,1974.0,2,2,528,5,5,2,0,120,0,0,0,0,3,2,1,0,1,2010,8,3,8211,2226,36,36,3.0,120
190,4,70.0,5600,1,1,3,3,0,4,0,9,2,2,1,5,4,5,1930,1950,3,1,12,15,2,0.0,1,1,3,3,2,4,4,0,4,0,0,0,1,1,0,3,372,720,0,1092,0,0,2,0,3,2,1,7,4,0,3,6,1930.0,1,0,0,3,3,0,0,0,0,0,0,0,3,4,2,3500,7,2010,8,4,4368,1092,80,60,2.0,0
70,3,96.0,13132,1,1,3,3,0,4,0,6,2,2,0,5,5,5,1914,1950,1,1,13,14,2,0.0,3,4,0,2,4,2,6,0,6,0,747,747,1,2,1,1,892,892,0,1784,0,0,1,1,4,1,3,9,6,0,3,5,1914.0,3,1,180,1,1,0,203,40,0,0,0,0,3,4,1,0,7,2006,8,4,8920,2531,92,56,1.5,40
80,3,102.0,10192,1,1,0,3,0,4,0,14,2,2,0,7,7,6,1968,1992,1,1,8,8,1,143.0,3,4,1,4,4,3,6,0,6,0,570,570,1,2,1,3,1222,698,0,1920,0,0,3,0,4,1,2,8,6,1,5,1,1968.0,2,2,487,5,5,2,0,98,0,0,0,0,3,0,1,0,9,2006,8,4,13440,2490,38,14,3.0,98
20,3,50.0,14859,1,1,0,1,0,1,0,8,2,2,0,2,7,5,2006,2006,3,1,12,13,1,27.0,2,4,2,2,4,3,6,0,6,0,1670,1670,1,0,1,3,1670,0,0,1670,0,0,2,0,3,1,2,7,6,1,2,1,2006.0,2,3,690,5,5,2,144,60,0,0,0,0,3,4,1,0,8,2006,6,5,11690,3340,0,0,2.0,60
160,1,24.0,2544,1,2,3,3,0,4,0,21,2,2,3,5,7,5,2005,2005,1,1,8,8,2,0.0,2,4,2,2,4,3,6,0,6,0,600,600,1,0,1,3,520,623,80,1223,0,0,2,1,2,1,2,4,6,0,3,5,2005.0,2,2,480,5,5,2,0,166,0,0,0,0,3,4,1,0,7,2006,8,4,8561,1743,1,1,2.5,166
20,3,100.0,15602,1,1,0,3,0,4,0,6,2,2,0,2,7,8,1959,1997,1,1,3,14,2,0.0,3,4,1,4,4,3,0,1247,6,0,254,1501,1,4,1,3,1801,0,0,1801,1,0,2,0,1,1,3,6,6,2,5,1,1959.0,0,2,484,5,5,2,0,54,0,0,161,0,3,1,1,0,3,2010,8,4,12607,3302,51,13,3.0,215
90,3,87.0,9246,1,1,0,3,0,4,0,14,1,2,2,2,5,5,1973,1973,1,1,9,10,1,564.0,3,4,1,4,4,3,6,0,6,0,1656,1656,1,4,1,3,1656,0,0,1656,0,0,2,0,4,2,3,8,6,0,3,5,1973.0,3,2,506,5,5,2,0,211,0,0,0,0,3,4,1,0,11,2008,8,4,8280,3312,35,35,2.0,211
70,3,60.0,9550,1,1,0,3,0,0,0,6,2,2,0,5,7,5,1915,1970,1,1,13,15,2,0.0,3,4,0,4,1,3,0,216,6,0,540,756,1,2,1,3,961,756,0,1717,1,0,1,0,3,1,2,7,6,1,2,5,1998.0,3,3,642,5,5,2,0,35,272,0,0,0,3,4,1,0,2,2006,8,0,12019,2473,91,36,2.0,307
60,3,108.0,14774,1,1,0,3,0,0,0,15,2,2,0,5,9,5,1999,1999,1,1,12,13,1,165.0,2,4,2,2,4,3,6,0,6,0,1393,1393,1,0,1,3,1422,1177,0,2599,0,0,2,1,4,1,2,10,6,1,5,3,1999.0,0,3,779,5,5,2,668,30,0,0,0,0,3,4,1,0,5,2010,8,4,23391,3992,11,11,2.5,30
70,3,79.0,9480,1,1,3,3,0,4,0,12,0,2,0,5,5,7,1942,1995,1,1,8,8,3,224.0,3,4,1,4,4,3,3,386,6,0,342,728,1,0,1,3,888,756,0,1644,0,0,1,1,3,1,2,7,6,2,2,1,1942.0,3,1,312,5,5,2,168,0,0,0,0,0,3,4,1,0,6,2007,8,4,8220,2372,65,12,1.5,0
60,3,99.0,12099,1,1,0,3,0,4,0,16,2,2,0,5,8,5,2004,2004,1,1,12,13,1,388.0,2,4,2,0,4,0,2,970,6,0,166,1136,1,0,1,3,1136,1332,0,2468,1,0,2,1,4,1,2,10,6,1,2,3,2004.0,0,3,872,5,5,2,184,154,0,0,0,0,3,4,1,0,6,2007,8,4,19744,3604,3,3,3.5,154
50,3,85.0,14115,1,1,0,3,0,4,0,11,2,2,0,0,5,5,1993,1995,1,1,12,13,2,0.0,3,4,5,2,4,3,2,732,6,0,64,796,1,0,1,3,796,566,0,1362,1,0,1,1,1,1,3,5,6,0,3,1,1993.0,3,2,480,5,5,2,40,30,0,320,0,0,3,2,3,700,10,2009,8,4,6810,2158,16,14,2.5,350
20,3,64.0,9037,1,1,0,1,0,4,0,23,2,2,0,2,8,5,2006,2006,3,1,12,13,1,32.0,2,4,2,2,4,0,2,428,6,0,1048,1476,1,0,1,3,1484,0,0,1484,0,0,2,0,2,1,0,6,6,1,2,1,2006.0,2,2,472,5,5,2,120,33,0,0,0,0,3,4,1,0,12,2007,8,4,11872,2960,1,1,2.0,33
20,3,71.0,9230,1,1,3,3,0,0,0,12,1,2,0,2,5,8,1965,1998,3,1,8,8,1,166.0,3,4,1,4,4,2,2,661,6,0,203,864,1,2,1,3,1200,0,0,1200,1,0,1,1,1,1,2,6,6,0,3,5,1977.0,3,2,884,5,5,2,0,64,0,0,0,0,3,2,1,0,10,2006,8,4,6000,2064,41,8,2.5,64
20,3,78.0,10140,1,1,3,3,0,4,0,14,2,2,0,2,6,5,1974,1974,3,1,6,6,1,174.0,3,4,1,2,4,3,6,0,6,0,1064,1064,1,4,1,3,1350,0,0,1350,0,0,2,0,3,1,3,7,6,1,5,1,1974.0,2,2,478,5,5,2,0,0,0,0,0,0,3,2,1,0,8,2009,8,4,8100,2414,35,35,2.0,0
90,3,65.0,6040,1,1,3,3,0,4,0,7,2,2,2,2,4,5,1955,1955,1,1,0,10,2,0.0,3,4,2,3,2,4,4,0,4,0,0,0,1,4,0,2,1152,0,0,1152,0,0,2,0,2,2,1,6,6,0,3,6,1955.0,1,0,0,3,3,0,0,0,0,0,0,0,3,4,1,0,6,2008,8,1,4608,1152,53,53,2.0,0
20,3,78.0,10140,1,1,3,3,0,4,0,14,6,2,0,2,7,5,1998,1999,3,1,12,13,2,0.0,2,4,2,0,4,3,3,144,2,1127,379,1650,1,0,1,3,1680,0,0,1680,1,0,2,0,3,1,2,7,0,1,5,1,1998.0,0,2,583,5,5,2,78,73,0,0,0,0,3,4,1,0,6,2009,8,4,11760,3330,11,10,3.0,73
50,4,63.0,5000,1,1,3,3,0,0,0,17,2,2,0,0,5,4,1900,1950,1,1,13,14,2,0.0,3,4,0,4,4,3,6,0,6,0,540,540,1,2,0,0,889,551,0,1440,0,0,1,0,3,1,3,6,6,0,3,1,1940.0,3,1,352,1,5,2,0,0,77,0,0,0,3,4,1,0,4,2006,8,4,7200,1980,106,56,1.0,77
20,3,74.5,10355,1,1,0,3,0,0,0,12,2,2,0,2,5,5,1967,1967,1,1,8,8,1,196.0,3,4,1,4,4,3,1,695,6,0,519,1214,1,4,1,3,1214,0,0,1214,0,0,2,0,3,1,3,5,6,1,1,1,1967.0,2,1,318,5,5,2,0,111,0,0,0,0,3,4,1,0,7,2007,8,4,6070,2428,40,40,2.0,111
60,3,70.5,13517,1,1,0,3,0,1,0,19,5,2,0,5,6,8,1976,2005,1,1,6,10,1,289.0,2,4,1,4,4,3,2,533,6,0,192,725,1,0,1,3,725,754,0,1479,0,0,2,1,3,1,2,6,6,0,3,1,1976.0,2,2,475,5,5,2,0,44,0,0,0,0,3,4,1,0,3,2010,8,4,8874,2204,34,5,2.5,44
60,3,72.0,10463,1,1,0,1,0,1,0,8,2,2,0,5,8,5,2005,2005,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0,6,0,893,893,1,0,1,3,901,900,0,1801,0,0,2,1,3,1,2,8,6,1,2,1,2005.0,0,3,800,5,5,2,0,116,0,0,0,0,3,4,1,0,6,2006,8,4,14408,2694,1,1,2.5,116
70,3,68.0,7500,1,1,0,0,0,4,0,6,2,2,0,5,6,7,1942,1950,1,1,13,14,2,0.0,3,4,1,4,4,3,1,547,6,0,224,771,1,1,1,3,753,741,0,1494,0,0,1,0,3,1,2,7,6,2,2,1,1942.0,3,1,213,5,5,1,0,0,0,0,224,0,3,4,1,0,11,2009,8,4,8964,2265,67,59,1.0,224
60,3,86.0,11839,1,1,3,3,0,4,0,20,2,2,0,5,7,5,1990,1990,3,1,6,6,1,99.0,3,4,2,2,4,3,2,1085,6,0,390,1475,1,0,1,3,1532,797,0,2329,1,0,2,1,4,1,2,10,6,1,0,1,1990.0,3,2,514,5,5,2,192,121,0,0,0,0,3,4,1,0,5,2008,8,4,16303,3804,18,18,3.5,121
20,3,85.0,10000,1,1,3,3,0,4,0,21,2,2,0,2,8,5,2006,2006,3,1,12,13,3,410.0,2,4,2,2,1,0,6,0,6,0,1588,1588,1,0,1,3,1588,0,0,1588,0,0,2,0,3,1,2,7,6,1,2,1,2006.0,2,3,825,5,5,2,144,45,0,0,0,0,3,4,1,0,12,2007,8,4,12704,3176,1,1,2.0,45
20,3,79.0,8910,1,1,3,3,0,0,0,12,2,2,0,2,6,6,1959,1959,3,1,3,3,2,0.0,3,4,1,4,4,2,0,655,6,0,0,655,1,0,1,3,1194,0,0,1194,0,1,1,0,3,1,3,6,6,1,1,3,1954.0,0,2,539,5,5,2,0,0,192,0,0,0,3,4,1,0,7,2006,8,4,7164,1849,47,47,1.5,192
20,3,79.0,9236,1,1,0,3,0,4,0,5,2,2,0,2,6,5,1997,1997,1,1,12,13,2,0.0,3,2,2,2,4,1,2,1200,6,0,279,1479,1,0,1,3,1494,0,0,1494,1,0,2,0,3,1,2,6,6,0,3,1,1997.0,2,2,576,5,5,2,168,27,0,0,0,0,3,4,1,0,7,2006,8,4,8964,2973,9,9,3.0,27
50,3,56.0,14720,1,1,0,3,0,1,0,15,2,2,0,0,8,5,1995,1996,3,1,12,13,1,579.0,2,4,2,2,4,0,2,816,6,0,1217,2033,1,0,1,3,2053,1185,0,3238,1,0,2,1,4,1,2,9,6,1,0,1,1996.0,0,3,666,5,5,2,283,86,0,0,0,0,3,4,1,0,3,2010,8,4,25904,5271,15,14,3.5,86
85,3,57.0,8846,1,1,0,3,0,1,0,5,2,2,0,6,5,5,1996,1996,1,1,12,13,2,0.0,2,4,2,2,4,0,2,298,6,0,572,870,1,0,1,3,914,0,0,914,0,0,1,0,2,1,3,5,6,0,3,5,1998.0,3,2,576,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2006,8,4,4570,1784,10,10,1.0,0
70,4,60.0,9600,1,0,3,3,0,4,0,17,2,2,0,5,7,7,1925,1990,1,1,13,14,2,0.0,3,4,0,4,1,3,3,16,6,0,712,728,1,0,1,3,832,809,0,1641,0,1,1,1,3,1,0,6,6,1,2,5,1925.0,3,2,546,1,5,2,0,0,234,0,0,0,3,4,1,0,8,2006,8,4,11487,2369,81,16,2.0,234
50,4,52.0,6240,1,1,3,3,0,4,0,3,2,2,0,0,5,7,1930,1992,1,1,8,8,2,0.0,3,4,2,4,4,3,6,0,6,0,1078,1078,1,4,1,3,1128,445,0,1573,0,0,2,0,3,1,3,8,6,1,2,5,1930.0,3,2,360,5,5,1,0,0,0,0,0,0,3,4,1,0,6,2008,8,4,7865,2651,78,16,2.0,0
80,3,80.0,14115,1,1,3,3,0,4,0,14,2,2,0,7,7,5,1980,1980,1,1,9,10,1,225.0,3,4,1,2,4,0,2,1036,6,0,336,1372,1,4,1,3,1472,0,0,1472,1,0,2,0,3,1,3,6,6,2,5,1,1980.0,3,2,588,5,5,2,233,48,0,0,0,0,3,4,1,0,6,2009,8,4,10304,2844,29,29,3.0,48
50,3,75.0,12508,1,1,0,3,0,4,0,11,2,2,0,0,6,7,1940,1985,1,1,12,13,2,0.0,3,4,1,2,4,2,0,660,6,0,323,983,1,0,1,3,983,767,0,1750,1,0,2,0,4,1,3,7,4,0,3,1,1989.0,3,1,423,5,5,2,245,0,156,0,0,0,3,4,3,1300,7,2008,8,4,10500,2733,68,23,3.0,156
60,3,68.0,10769,1,1,0,3,0,4,0,5,2,2,0,5,8,5,2007,2007,1,1,12,13,2,0.0,2,4,2,2,4,0,2,20,6,0,846,866,1,0,1,3,866,902,0,1768,0,0,2,1,3,1,2,7,6,0,3,1,2007.0,2,2,578,5,5,2,144,105,0,0,0,0,3,4,1,0,4,2009,8,4,14144,2634,2,2,2.5,105
20,3,72.0,9000,1,1,3,3,0,4,0,12,2,2,0,2,6,5,1956,1956,1,1,13,14,1,74.0,3,4,1,2,4,3,3,616,6,0,580,1196,1,2,1,0,1196,0,0,1196,1,0,1,0,2,1,3,6,6,1,2,1,1956.0,2,1,297,5,5,2,0,44,0,0,0,0,3,4,1,0,5,2008,8,4,7176,2392,52,52,2.0,44
20,3,67.0,8777,1,1,3,3,0,4,0,7,1,2,0,2,4,5,1949,2003,1,1,12,13,2,0.0,3,4,1,3,2,4,4,0,4,0,0,0,1,0,1,3,1126,0,0,1126,0,0,2,0,2,1,2,5,6,0,3,5,2002.0,0,2,520,5,5,0,0,96,0,0,0,0,3,2,1,0,5,2009,8,4,4504,1126,60,6,2.0,96
20,3,66.5,11500,1,1,0,3,0,1,0,7,2,2,0,2,4,3,1957,1957,1,1,13,14,2,0.0,3,2,3,3,2,4,4,0,4,0,0,0,1,0,0,3,845,0,0,845,0,0,1,0,3,1,3,5,6,0,3,5,1957.0,3,1,290,5,5,0,186,0,0,0,0,0,3,4,1,0,1,2009,8,4,3380,845,52,52,1.0,0
60,3,71.0,11075,1,1,0,3,0,4,1,11,2,2,0,5,5,4,1969,1969,1,1,6,6,1,232.0,3,4,1,4,4,0,0,562,3,193,29,784,1,0,1,3,1168,800,0,1968,0,1,2,1,4,1,3,7,3,1,4,1,1969.0,2,2,530,5,5,2,305,189,0,0,0,0,3,2,3,400,9,2008,8,4,9840,2752,39,39,3.0,189
50,3,60.0,9738,1,1,3,3,0,4,0,7,2,2,0,0,5,7,1924,1950,1,1,0,0,2,0.0,3,2,0,4,4,3,1,392,6,0,392,784,1,2,1,3,949,272,0,1221,1,0,1,0,4,1,3,7,6,0,3,1,1965.0,3,1,392,5,5,2,0,0,236,0,0,0,3,4,1,0,3,2006,8,4,6105,2005,82,56,2.0,236
70,4,60.0,3600,1,0,3,3,0,4,0,17,2,2,0,5,6,7,1910,1993,1,1,12,13,2,0.0,3,4,1,4,4,3,6,0,6,0,684,684,1,0,0,0,684,684,0,1368,0,0,1,0,3,1,3,7,6,0,3,5,1930.0,3,1,216,5,1,0,0,158,0,0,0,0,3,4,1,0,10,2006,8,4,8208,2052,96,13,1.0,158
160,4,21.0,1869,1,1,3,3,0,4,0,2,2,2,3,5,6,6,1970,1970,1,1,6,6,1,127.0,3,4,1,4,4,3,5,321,6,0,162,483,1,4,1,3,483,504,0,987,0,0,1,1,2,1,3,5,6,0,3,5,1987.0,3,1,280,5,5,2,0,0,0,0,0,0,3,4,1,0,9,2008,8,4,5922,1470,38,38,1.5,0
20,3,114.0,10357,1,1,0,3,0,0,0,20,1,2,0,2,7,5,1990,1991,3,1,6,6,2,0.0,2,4,2,2,4,2,2,738,6,0,172,910,1,2,1,3,1442,0,0,1442,1,0,2,0,3,1,2,6,6,1,5,1,1990.0,0,2,719,5,5,2,0,244,0,0,0,0,3,4,1,0,5,2007,8,4,10094,2352,17,16,3.0,244
20,3,67.0,8877,1,1,3,3,0,4,0,7,2,2,0,2,4,5,1951,1951,1,1,13,14,2,0.0,3,4,1,1,0,3,3,836,6,0,0,836,1,4,1,1,1220,0,0,1220,0,0,1,0,2,1,3,6,6,0,3,5,1951.0,3,2,396,5,5,2,0,0,0,0,0,0,3,4,1,0,4,2006,0,4,4880,2056,55,55,1.0,0
20,3,63.0,8487,1,1,3,3,0,2,0,5,2,2,0,2,7,5,2004,2004,1,1,12,13,1,210.0,2,4,2,2,4,0,2,20,6,0,1480,1500,1,0,1,3,1500,0,0,1500,0,0,2,0,3,1,2,6,6,0,3,1,2004.0,2,2,570,5,5,2,192,36,0,0,0,0,3,4,1,0,8,2009,8,4,10500,3000,5,5,2.0,36
60,3,90.5,16545,1,1,0,3,0,4,0,15,2,2,0,5,8,5,1998,1998,1,1,12,13,1,731.0,2,4,2,2,4,2,2,781,6,0,503,1284,1,0,1,3,1310,1140,0,2450,1,0,2,1,3,1,2,7,6,1,5,1,1998.0,0,3,1069,5,5,2,0,126,0,0,0,0,3,4,1,0,5,2009,8,4,19600,3734,11,11,3.5,126
20,3,74.5,19900,1,1,3,3,0,4,0,12,3,2,0,2,7,5,1970,1989,1,1,9,10,1,287.0,3,4,1,2,4,1,2,912,6,0,1035,1947,1,4,1,3,2207,0,0,2207,1,0,2,0,3,1,3,7,2,1,2,1,1970.0,2,2,576,5,5,2,301,0,0,0,0,0,3,4,1,0,7,2010,8,4,15449,4154,40,21,3.0,0
20,3,64.0,6762,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2006,2006,1,1,12,13,3,24.0,2,4,2,2,4,0,2,686,6,0,501,1187,1,0,1,3,1208,0,0,1208,1,0,2,0,2,1,2,6,6,0,3,1,2006.0,2,2,632,5,5,2,105,61,0,0,0,0,3,4,1,0,2,2010,8,4,8456,2395,4,4,3.0,61
50,4,81.0,12150,1,0,3,3,0,4,0,17,2,2,0,0,5,5,1954,1954,1,1,8,8,1,335.0,3,4,0,4,4,3,6,0,6,0,1050,1050,1,0,0,1,1050,745,0,1795,0,0,2,0,4,1,3,7,6,0,3,1,1954.0,3,1,352,1,5,2,0,0,0,0,0,0,3,4,1,0,11,2008,8,4,8975,2845,54,54,2.0,0
90,3,42.0,7711,1,1,0,3,0,4,0,7,2,2,2,2,4,3,1977,1977,1,1,8,8,2,0.0,3,4,2,2,4,1,2,1440,6,0,0,1440,1,4,1,3,1440,0,0,1440,2,0,2,0,4,2,3,8,6,0,3,6,1977.0,1,0,0,3,3,0,321,0,0,0,0,0,3,4,1,0,8,2007,7,0,5760,2880,30,30,4.0,0
20,3,83.0,10420,1,1,3,3,0,0,0,7,2,2,0,2,6,5,2009,2009,1,1,12,13,2,0.0,3,4,2,2,4,2,2,36,6,0,1176,1212,1,0,1,3,1212,0,0,1212,0,0,2,0,3,1,2,6,6,0,3,1,2009.0,2,2,460,5,5,2,100,22,0,0,0,0,3,4,1,0,3,2010,8,4,7272,2424,1,1,2.0,22
50,4,60.0,5700,1,1,3,3,0,4,0,17,2,2,0,0,7,7,1926,1950,1,1,13,14,2,0.0,3,4,2,4,4,3,6,0,6,0,572,572,1,4,1,3,572,539,0,1111,0,0,1,0,2,1,3,5,6,1,2,5,1982.0,3,1,288,5,5,2,0,0,176,0,0,0,3,4,1,0,8,2008,8,4,7777,1683,82,58,1.0,176
60,3,80.0,8963,1,1,0,3,0,4,0,14,2,2,0,5,8,9,1976,1996,3,1,12,13,1,289.0,0,2,1,4,1,3,2,575,0,80,487,1142,1,0,1,3,1175,1540,0,2715,0,1,3,1,4,1,2,11,6,2,5,3,1994.0,0,2,831,5,5,2,0,204,0,0,0,0,3,4,1,0,7,2008,8,4,21720,3857,32,12,4.0,204
60,3,57.0,8924,1,1,0,3,0,1,0,5,2,2,0,5,7,5,1998,1999,1,1,12,13,2,0.0,3,4,2,2,4,0,6,0,6,0,880,880,1,0,1,3,880,844,0,1724,0,0,2,1,3,1,2,8,6,0,3,1,1998.0,0,2,527,5,5,2,120,155,0,0,0,0,3,4,1,0,7,2008,8,4,12068,2604,10,9,2.5,155
20,3,80.0,9790,1,1,3,3,0,4,0,14,1,2,0,2,6,5,1963,1963,3,1,6,6,1,451.0,3,4,1,4,4,3,0,569,5,81,678,1328,1,4,1,3,1328,0,0,1328,1,0,1,1,3,1,3,6,6,2,2,1,1963.0,3,2,528,5,5,2,0,26,0,0,0,0,3,4,1,0,6,2010,8,4,7968,2656,47,47,2.5,26
20,3,70.0,8400,1,1,3,3,0,4,0,12,1,2,0,2,5,5,1968,1968,3,1,6,6,1,168.0,3,4,1,4,4,0,1,1016,6,0,36,1052,1,2,1,3,1052,0,0,1052,1,0,1,1,3,1,3,5,6,0,3,1,1968.0,2,1,288,5,5,2,356,0,0,0,0,0,3,1,1,0,11,2006,8,4,5260,2104,38,38,2.5,0
60,3,121.0,16059,1,1,3,3,0,0,0,15,2,2,0,5,8,5,1991,1992,3,1,6,6,1,284.0,2,4,1,2,4,3,6,0,6,0,1288,1288,1,0,1,3,1301,1116,0,2417,0,0,2,1,4,1,2,9,6,1,5,1,1991.0,3,2,462,5,5,2,127,82,0,0,0,0,3,4,1,0,4,2006,8,4,19336,3705,15,14,2.5,82
20,3,60.0,8190,1,1,3,3,0,4,0,7,2,2,0,2,4,6,1954,1954,3,1,13,14,2,0.0,3,4,1,4,4,3,5,732,6,0,216,948,1,0,1,3,948,0,0,948,1,0,1,0,3,1,3,5,6,1,5,5,1956.0,3,1,280,5,5,2,0,36,0,0,0,0,3,4,1,0,10,2007,8,4,3792,1896,53,53,2.0,36
70,3,60.0,11414,1,1,0,3,0,0,0,3,6,1,0,5,7,8,1910,1993,1,1,6,6,2,0.0,3,2,0,2,4,3,6,0,6,0,728,728,1,4,0,3,1136,883,0,2019,0,0,1,0,3,1,2,8,6,0,3,5,1997.0,3,2,532,5,5,2,509,135,0,0,0,0,3,0,1,0,10,2009,8,4,14133,2747,99,16,1.0,135
30,3,51.0,5900,1,1,0,0,0,4,0,3,2,2,0,2,4,7,1923,1958,1,1,13,14,2,0.0,3,4,2,2,4,3,6,0,6,0,440,440,1,4,1,0,869,0,0,869,0,0,1,0,2,1,1,4,6,0,3,6,1923.0,1,0,0,3,3,2,0,0,0,0,0,0,3,4,1,0,8,2006,8,4,3476,1309,83,48,1.0,0
120,3,34.0,4590,1,1,3,3,0,4,0,16,2,2,3,2,8,5,2006,2006,1,1,12,13,3,108.0,2,4,2,2,1,2,2,24,6,0,1530,1554,1,0,1,3,1554,0,0,1554,0,0,2,0,2,1,2,6,6,1,2,1,2006.0,2,2,627,5,5,2,156,73,0,0,0,0,3,4,1,0,8,2007,8,4,12432,3108,1,1,2.0,73
60,3,85.0,11075,1,1,3,3,0,4,0,12,2,2,0,5,6,5,1969,1969,1,1,6,6,2,0.0,3,4,1,1,4,2,0,500,3,276,176,952,1,4,1,3,1092,1020,0,2112,0,0,2,1,4,1,3,9,6,2,2,1,1969.0,3,2,576,5,5,2,280,0,0,0,0,0,3,4,1,0,6,2008,8,4,12672,3064,39,39,2.5,0
30,3,70.5,25339,1,1,3,3,0,4,0,19,2,2,0,2,5,7,1918,2007,1,1,13,14,2,0.0,3,2,0,4,4,3,6,0,6,0,816,816,1,0,1,3,1416,0,0,1416,0,0,2,0,3,1,2,7,6,0,3,1,2007.0,3,2,576,5,5,0,0,0,112,0,0,0,3,4,1,0,8,2007,8,4,7080,2232,89,0,2.0,112
60,3,62.0,7415,1,1,0,3,0,4,0,8,2,2,0,5,6,5,2004,2004,1,1,12,13,2,0.0,3,4,2,4,4,3,2,759,6,0,80,839,1,0,1,3,864,729,0,1593,1,0,2,1,3,1,3,8,6,1,5,1,2004.0,0,2,398,5,5,2,100,75,0,0,0,0,3,4,1,0,4,2008,8,4,9558,2432,4,4,3.5,75
20,3,78.0,9360,1,1,3,3,0,4,0,14,2,2,0,2,6,7,1972,2006,3,1,9,10,2,0.0,3,4,1,4,4,3,0,982,6,0,179,1161,1,4,1,3,1381,0,0,1381,1,0,1,1,3,1,2,5,6,1,5,1,1972.0,2,2,676,5,5,2,0,0,0,0,0,0,3,4,1,0,3,2010,8,4,8286,2542,38,4,2.5,0
20,3,80.0,9600,1,1,3,3,0,4,0,12,1,2,0,2,6,6,1958,1988,3,1,13,14,0,183.0,3,4,1,4,4,3,5,620,3,620,0,1240,1,2,1,3,1632,0,0,1632,1,0,2,0,3,1,3,6,2,1,2,1,1958.0,2,1,338,5,5,2,289,0,0,0,0,0,3,2,1,0,4,2009,8,4,9792,2872,51,21,3.0,0
30,3,50.0,6305,1,1,3,0,0,4,0,6,2,2,0,2,5,7,1938,1950,1,1,8,8,2,0.0,3,2,2,1,0,3,6,0,6,0,920,920,1,0,1,3,954,0,0,954,0,0,1,0,2,1,1,5,6,1,2,2,1938.0,3,1,240,1,5,2,0,0,0,0,0,0,3,2,1,0,6,2007,8,4,4770,1874,69,57,1.0,0
85,3,64.0,7301,1,1,3,3,0,0,0,7,2,2,0,6,7,5,2003,2003,1,1,6,6,1,500.0,2,4,3,3,2,4,4,0,4,0,0,0,1,0,1,3,495,1427,0,1922,0,0,3,0,4,1,2,7,6,1,0,3,2003.0,2,2,672,5,5,2,0,0,177,0,0,0,3,4,1,0,7,2009,3,4,13454,1922,6,6,3.0,177
20,3,71.0,7064,1,1,3,3,0,4,0,19,2,2,0,2,5,6,1977,1977,1,1,9,10,1,153.0,3,4,1,4,4,3,1,560,6,0,420,980,1,4,1,3,980,0,0,980,0,0,1,0,3,1,3,6,6,0,3,5,1986.0,3,2,484,5,5,2,192,0,0,0,0,0,3,4,1,0,7,2009,8,4,4900,1960,32,32,1.0,0
60,3,68.0,11250,1,1,0,3,0,4,0,5,2,2,0,5,7,5,2001,2002,1,1,12,13,1,162.0,2,4,2,2,4,2,2,486,6,0,434,920,1,0,1,3,920,866,0,1786,1,0,2,1,3,1,2,6,6,1,5,1,2001.0,2,2,608,5,5,2,0,42,0,0,0,0,3,4,1,0,9,2008,8,4,12502,2706,7,6,3.5,42
20,3,75.0,10084,1,1,3,3,0,4,0,21,2,2,0,2,8,5,2004,2005,1,1,12,13,3,186.0,2,4,2,0,4,0,2,1369,6,0,317,1686,1,0,1,3,1694,0,0,1694,1,0,2,0,3,1,2,7,6,1,2,1,2004.0,2,2,636,5,5,2,255,57,0,0,0,0,3,4,1,0,8,2007,8,4,13552,3380,3,2,3.0,57
20,3,50.0,8000,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1948,2002,1,1,12,13,2,0.0,3,2,1,4,4,3,0,680,6,0,292,972,1,0,1,3,972,0,0,972,1,0,1,0,2,1,3,5,6,1,2,5,1948.0,3,1,240,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2009,8,4,5832,1944,61,7,2.0,0
